host_id,hostname,dist_pc,st_teff_k,st_rad_rsun,st_mass_msun,st_lum_log,st_logg,st_met_dex,st_spectype,spectral_class,hr_region,n_stars,n_planets
1442,KMT-2016-BLG-2397L,4880.0,5502.5,1.42487,0.64,0.31745,,,Unknown,Unknown,Unknown,1,1
1443,KMT-2016-BLG-2605L,6421.0,5502.5,1.42487,0.064,0.31745,,,Unknown,Unknown,Unknown,1,1
1444,KMT-2017-BLG-0165L,4530.0,5502.5,1.42487,0.76,0.31745,,,Unknown,Unknown,Unknown,1,1
1445,KMT-2017-BLG-0428L,5400.0,5502.5,1.42487,0.34,0.31745,,,Unknown,Unknown,Unknown,1,1
1446,KMT-2017-BLG-0673L,5080.0,5502.5,1.42487,0.63,0.31745,,,Unknown,Unknown,Unknown,1,1
1447,KMT-2017-BLG-0849L,7220.0,5502.5,1.42487,0.19,0.31745,,,Unknown,Unknown,Unknown,1,1
1448,KMT-2017-BLG-1003L,7090.0,5502.5,1.42487,0.32,0.31745,,,Unknown,Unknown,Unknown,1,1
1449,KMT-2017-BLG-1038L,6000.0,5502.5,1.42487,0.37,0.31745,,,Unknown,Unknown,Unknown,1,1
1450,KMT-2017-BLG-1057L,6500.0,5502.5,1.42487,0.57,0.31745,,,Unknown,Unknown,Unknown,1,1
1451,KMT-2017-BLG-1146L,6500.0,5502.5,1.42487,0.33,0.31745,,,Unknown,Unknown,Unknown,1,1
1452,KMT-2017-BLG-1194L,4240.0,5502.5,1.42487,0.41,0.31745,,,Unknown,Unknown,Unknown,1,1
1453,KMT-2017-BLG-2197L,7800.0,5502.5,1.42487,0.36,0.31745,,,Unknown,Unknown,Unknown,1,1
1454,KMT-2017-BLG-2331L,8030.0,5502.5,1.42487,0.4,0.31745,,,Unknown,Unknown,Unknown,1,1
1455,KMT-2017-BLG-2509L,7040.0,5502.5,1.42487,0.46,0.31745,,,Unknown,Unknown,Unknown,1,1
1456,KMT-2018-BLG-0029L,3380.0,5502.5,1.42487,1.14,0.31745,,,Unknown,Unknown,Unknown,1,1
1457,KMT-2018-BLG-0030L,6480.0,5502.5,1.42487,0.51,0.31745,,,Unknown,Unknown,Unknown,1,1
1458,KMT-2018-BLG-0087L,7020.0,5502.5,1.42487,0.1,0.31745,,,Unknown,Unknown,Unknown,1,1
1459,KMT-2018-BLG-0247L,6760.0,5502.5,1.42487,0.29,0.31745,,,Unknown,Unknown,Unknown,1,1
1460,KMT-2018-BLG-0748L,7300.0,5502.5,1.42487,0.087,0.31745,,,Unknown,Unknown,Unknown,1,1
1461,KMT-2018-BLG-0885L,6890.0,5502.5,1.42487,0.29,0.31745,,,Unknown,Unknown,Unknown,1,1
1462,KMT-2018-BLG-1025L,6705.0,5502.5,1.42487,0.219,0.31745,,,Unknown,Unknown,Unknown,1,1
1463,KMT-2018-BLG-1292L,3460.0,5502.5,1.42487,1.09,0.31745,,,Unknown,Unknown,Unknown,1,1
1464,KMT-2018-BLG-1743L,6483.0,5502.5,1.42487,0.193,0.31745,,,Unknown,Unknown,Unknown,1,1
1465,KMT-2018-BLG-1976L,5840.0,5502.5,1.42487,0.65,0.31745,,,Unknown,Unknown,Unknown,1,1
1466,KMT-2018-BLG-1988L,4150.0,5502.5,1.42487,0.47,0.31745,,,Unknown,Unknown,Unknown,1,1
1467,KMT-2018-BLG-1990L,967.0,5502.5,1.42487,0.094,0.31745,,,M,M,Unknown,1,1
1468,KMT-2018-BLG-1996L,5910.0,5502.5,1.42487,0.69,0.31745,,,Unknown,Unknown,Unknown,1,1
1469,KMT-2018-BLG-2602L,4310.0,5502.5,1.42487,0.66,0.31745,,,Unknown,Unknown,Unknown,1,1
1470,KMT-2019-BLG-0253L,4900.0,5502.5,1.42487,0.7,0.31745,,,Unknown,Unknown,Unknown,1,1
1471,KMT-2019-BLG-0297L,3090.0,5502.5,1.42487,0.21,0.31745,,,Unknown,Unknown,Unknown,1,1
1472,KMT-2019-BLG-0298L,6710.0,5502.5,1.42487,0.7,0.31745,,,Unknown,Unknown,Unknown,1,1
1473,KMT-2019-BLG-0335L,7710.0,5502.5,1.42487,0.32,0.31745,,,Unknown,Unknown,Unknown,1,1
1474,KMT-2019-BLG-0371L,7010.0,5502.5,1.42487,0.09,0.31745,,,Unknown,Unknown,Unknown,1,1
1475,KMT-2019-BLG-0414L,4410.0,5502.5,1.42487,0.74,0.31745,,,Unknown,Unknown,Unknown,1,1
1476,KMT-2019-BLG-0578L,7300.0,5502.5,1.42487,0.28,0.31745,,,Unknown,Unknown,Unknown,1,1
1477,KMT-2019-BLG-0842L,3320.0,5502.5,1.42487,0.76,0.31745,,,Unknown,Unknown,Unknown,1,1
1478,KMT-2019-BLG-0953L,7200.0,5502.5,1.42487,0.28,0.31745,,,Unknown,Unknown,Unknown,1,1
1479,KMT-2019-BLG-1042L,6600.0,5502.5,1.42487,0.3,0.31745,,,Unknown,Unknown,Unknown,1,1
1480,KMT-2019-BLG-1216L,2740.0,5502.5,1.42487,0.39,0.31745,,,Unknown,Unknown,Unknown,1,1
1481,KMT-2019-BLG-1339L,6120.0,5502.5,1.42487,0.48,0.31745,,,Unknown,Unknown,Unknown,1,1
1482,KMT-2019-BLG-1367L,4670.0,5502.5,1.42487,0.25,0.31745,,,Unknown,Unknown,Unknown,1,1
1483,KMT-2019-BLG-1552L,4600.0,5502.5,1.42487,0.79,0.31745,,,Unknown,Unknown,Unknown,1,1
1484,KMT-2019-BLG-1715L,3860.0,5502.5,1.42487,0.61,0.31745,,,Unknown,Unknown,Unknown,1,1
1485,KMT-2019-BLG-1806L,6640.0,5502.5,1.42487,0.74,0.31745,,,Unknown,Unknown,Unknown,1,1
1486,KMT-2019-BLG-1953L,7040.0,5502.5,1.42487,0.31,0.31745,,,Unknown,Unknown,Unknown,1,1
1487,KMT-2019-BLG-2783L,5910.0,5502.5,1.42487,0.34,0.31745,,,Unknown,Unknown,Unknown,1,1
1488,KMT-2019-BLG-2974L,6100.0,5502.5,1.42487,0.47,0.31745,,,Unknown,Unknown,Unknown,1,1
1489,KMT-2020-BLG-0202L,3840.0,5502.5,1.42487,0.81,0.31745,,,Unknown,Unknown,Unknown,1,1
1490,KMT-2020-BLG-0414L,1220.0,5502.5,1.42487,0.49,0.31745,,,WD,Unknown,Unknown,1,2
1491,KMT-2021-BLG-0119L,3130.0,5502.5,1.42487,0.56,0.31745,,,Unknown,Unknown,Unknown,1,1
1492,KMT-2021-BLG-0171L,4600.0,5200.0,1.42487,0.78,0.31745,,,Unknown,Unknown,Unknown,1,1
1493,KMT-2021-BLG-0192L,5120.0,5502.5,1.42487,0.27,0.31745,,,Unknown,Unknown,Unknown,1,1
1494,KMT-2021-BLG-0240L,6600.0,5502.5,1.42487,0.56,0.31745,,,Unknown,Unknown,Unknown,1,1
1495,KMT-2021-BLG-0320L,6950.0,5502.5,1.42487,0.32,0.31745,,,Unknown,Unknown,Unknown,1,1
1496,KMT-2021-BLG-0322L,6600.0,5502.5,1.42487,0.62,0.31745,,,Unknown,Unknown,Unknown,2,1
1497,KMT-2021-BLG-0712L,3090.0,5502.5,1.42487,0.22,0.31745,,,Unknown,Unknown,Unknown,1,1
1498,KMT-2021-BLG-0736L,7000.0,5502.5,1.42487,0.6,0.31745,,,Unknown,Unknown,Unknown,1,1
1499,KMT-2021-BLG-0748L,6090.0,5502.5,1.42487,0.36,0.31745,,,Unknown,Unknown,Unknown,1,1
1500,KMT-2021-BLG-0909L,6480.0,5502.5,1.42487,0.38,0.31745,,,Unknown,Unknown,Unknown,1,1
1501,KMT-2021-BLG-0912L,5560.0,5502.5,1.42487,0.8,0.31745,,,K,K,Unknown,1,1
1502,KMT-2021-BLG-1077L,8240.0,5502.5,1.42487,0.14,0.31745,,,M V,M,Unknown,1,2
1503,KMT-2021-BLG-1105L,4540.0,5502.5,1.42487,0.63,0.31745,,,Unknown,Unknown,Unknown,1,1
1504,KMT-2021-BLG-1150L,3800.0,5502.5,1.42487,0.73,0.31745,,,Unknown,Unknown,Unknown,1,1
1505,KMT-2021-BLG-1253L,6640.0,5502.5,1.42487,0.24,0.31745,,,Unknown,Unknown,Unknown,1,1
1506,KMT-2021-BLG-1303L,6280.0,5502.5,1.42487,0.57,0.31745,,,Unknown,Unknown,Unknown,1,1
1507,KMT-2021-BLG-1372L,5970.0,5502.5,1.42487,0.42,0.31745,,,Unknown,Unknown,Unknown,1,1
1508,KMT-2021-BLG-1391L,5720.0,5502.5,1.42487,0.37,0.31745,,,Unknown,Unknown,Unknown,1,1
1509,KMT-2021-BLG-1547L,5070.0,5502.5,1.42487,0.72,0.31745,,,Unknown,Unknown,Unknown,1,1
1510,KMT-2021-BLG-1554L,7680.0,5502.5,1.42487,0.08,0.31745,,,Unknown,Unknown,Unknown,1,1
1511,KMT-2021-BLG-1689L,7200.0,4570.0,1.42487,0.58,0.31745,,,Unknown,Unknown,Unknown,1,1
1512,KMT-2021-BLG-1770L,6920.0,5502.5,1.42487,0.13,0.31745,,,Unknown,Unknown,Unknown,1,1
1513,KMT-2021-BLG-1898L,6900.0,5502.5,1.42487,0.48,0.31745,,,Unknown,Unknown,Unknown,1,1
1514,KMT-2021-BLG-2010L,7090.0,5502.5,1.42487,0.37,0.31745,,,Unknown,Unknown,Unknown,1,1
1515,KMT-2021-BLG-2294L,6800.0,5502.5,1.42487,0.14,0.31745,,,Unknown,Unknown,Unknown,1,1
1516,KMT-2021-BLG-2478L,2970.0,5502.5,1.42487,0.2,0.31745,,,Unknown,Unknown,Unknown,1,1
1517,KMT-2021-BLG-2609L,7480.0,5502.5,1.42487,0.2,0.31745,,,Unknown,Unknown,Unknown,1,1
1518,KMT-2022-BLG-0303L,6570.0,5502.5,1.42487,0.368,0.31745,,,Unknown,Unknown,Unknown,1,1
1519,KMT-2022-BLG-0371L,7140.0,5502.5,1.42487,0.63,0.31745,,,Unknown,Unknown,Unknown,1,1
1520,KMT-2022-BLG-0440L,3500.0,5502.5,1.42487,0.53,0.31745,,,Unknown,Unknown,Unknown,1,1
1521,KMT-2022-BLG-1013L,7710.0,5502.5,1.42487,0.18,0.31745,,,Unknown,Unknown,Unknown,1,1
1522,KMT-2022-BLG-1551L,6900.0,5502.5,1.42487,0.54,0.31745,,,Unknown,Unknown,Unknown,1,1
1523,KMT-2022-BLG-1790L,6480.0,5502.5,1.42487,0.58,0.31745,,,Unknown,Unknown,Unknown,1,1
1524,KMT-2022-BLG-1818L,5300.0,5502.5,1.42487,0.79,0.31745,,,Unknown,Unknown,Unknown,1,2
1525,KMT-2022-BLG-2076L,5570.0,5502.5,1.42487,0.67,0.31745,,,Unknown,Unknown,Unknown,1,1
1526,KMT-2022-BLG-2286L,7320.0,5502.5,1.42487,0.2,0.31745,,,Unknown,Unknown,Unknown,1,1
1527,KMT-2023-BLG-0119L,5410.0,5502.5,1.42487,0.71,0.31745,,,K2.5 V,K,Unknown,1,1
1528,KMT-2023-BLG-0416L,5900.0,5502.5,1.42487,0.63,0.31745,,,Unknown,Unknown,Unknown,1,1
1529,KMT-2023-BLG-0466L,6800.0,5502.5,1.42487,0.44,0.31745,,,Unknown,Unknown,Unknown,1,1
1530,KMT-2023-BLG-0469L,7070.0,5502.5,1.42487,0.47,0.31745,,,Unknown,Unknown,Unknown,1,1
1531,KMT-2023-BLG-0548L,6830.0,5502.5,1.42487,0.72,0.31745,,,Unknown,Unknown,Unknown,1,1
1532,KMT-2023-BLG-0735L,6390.0,5502.5,1.42487,0.61,0.31745,,,Unknown,Unknown,Unknown,1,1
1533,KMT-2023-BLG-0830L,7250.0,5502.5,1.42487,0.22,0.31745,,,Unknown,Unknown,Unknown,1,1
1534,KMT-2023-BLG-0949L,6060.0,5502.5,1.42487,0.48,0.31745,,,Unknown,Unknown,Unknown,1,1
1535,KMT-2023-BLG-1431L,6800.0,5502.5,1.42487,0.57,0.31745,,,Unknown,Unknown,Unknown,1,1
1536,KMT-2023-BLG-1454L,7220.0,5502.5,1.42487,0.17,0.31745,,,Unknown,Unknown,Unknown,1,1
1537,KMT-2023-BLG-1642L,6980.0,5502.5,1.42487,0.17,0.31745,,,Unknown,Unknown,Unknown,1,1
1538,KMT-2023-BLG-1743L,7130.0,5502.5,1.42487,0.11,0.31745,,,Unknown,Unknown,Unknown,1,1
1539,KMT-2023-BLG-1866L,6210.0,5502.5,1.42487,0.51,0.31745,,,Unknown,Unknown,Unknown,1,1
1540,KMT-2023-BLG-1896L,5490.0,5502.5,1.42487,0.72,0.31745,,,K6 V,K,Unknown,1,1
1541,KMT-2023-BLG-2209L,5570.0,5502.5,1.42487,0.73,0.31745,,,Unknown,Unknown,Unknown,1,1
1542,KMT-2024-BLG-0176L,8340.0,5502.5,1.42487,0.103,0.31745,,,Unknown,Unknown,Unknown,1,1
1543,KMT-2024-BLG-0349L,5750.0,5502.5,1.42487,0.68,0.31745,,,Unknown,Unknown,Unknown,1,1
1544,KMT-2024-BLG-0404L,7210.0,5502.5,1.42487,0.09,0.31745,,,M,M,Unknown,1,2
1545,KMT-2024-BLG-1005L,6950.0,5502.5,1.42487,0.055,0.31745,,,Unknown,Unknown,Unknown,1,1
1546,KMT-2024-BLG-1044L,7140.0,5502.5,1.42487,0.069,0.31745,,,Unknown,Unknown,Unknown,1,1
1547,KMT-2024-BLG-1209L,3930.0,5502.5,1.42487,0.77,0.31745,,,K3 V,K,Unknown,1,1
1548,KMT-2024-BLG-1281L,7180.0,5502.5,1.42487,0.32,0.31745,,,Unknown,Unknown,Unknown,1,1
1549,KMT-2024-BLG-1870L,5480.0,5502.5,1.42487,0.67,0.31745,,,Unknown,Unknown,Unknown,1,1
1550,KMT-2024-BLG-2059L,6070.0,5502.5,1.42487,0.51,0.31745,,,Unknown,Unknown,Unknown,1,1
1551,KMT-2024-BLG-2087L,7190.0,5502.5,1.42487,0.48,0.31745,,,Unknown,Unknown,Unknown,1,1
1552,KMT-2024-BLG-2242L,7620.0,5502.5,1.42487,0.069,0.31745,,,Unknown,Unknown,Unknown,1,1
1553,KMT-2025-BLG-0121L,6200.0,5502.5,1.42487,0.61,0.31745,,,Unknown,Unknown,Unknown,1,1
1554,KMT-2025-BLG-1616L,7500.0,5502.5,1.42487,0.26,0.31745,,,M V,M,Unknown,1,1
1555,KOBE-1,23.9718,4135.0,0.619,0.629,-0.99576,5.07,-0.01,K7 V,K,Main_Sequence_Cool,1,2
1556,KOI-12,399.398,6635.0,1.4,1.5,0.62645,4.308,0.0815,Unknown,Unknown,Main_Sequence_Hot,1,2
1557,KOI-1257,656.0,5520.0,1.13,0.99,0.0292,4.32,0.27,G5 V,G,Main_Sequence_Cool,2,1
1558,KOI-13,519.096,7650.0,1.74,1.72,0.971,4.2,0.2,Unknown,Unknown,Main_Sequence_Hot,3,1
1559,KOI-134,1159.21,6160.0,1.667,1.407,0.62325,4.11,0.427,F9V,F,Main_Sequence_Hot,1,2
1560,KOI-142,376.863,5466.0,0.897,0.99,-0.16507,4.528,0.27,G6 V,G,Main_Sequence_Cool,1,3
1561,KOI-1599,1131.64,5833.0,0.972,1.02,0.16196,4.472,0.06,Unknown,Unknown,Main_Sequence_Cool,1,2
1562,KOI-1783,865.73,5922.0,1.143,1.076,0.21302,4.3,0.11,Unknown,Unknown,Main_Sequence_Cool,1,2
1563,KOI-217,914.699,5545.0,0.86,0.95,-0.16872,4.53,0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
1564,KOI-2513,1369.87,5900.0,1.2,0.91,0.197,4.3,-0.37,Unknown,Unknown,Main_Sequence_Cool,1,1
1565,KOI-3503,887.064,6001.0,1.255,0.858,0.30005,4.547,-0.5428,Unknown,Unknown,Main_Sequence_Hot,1,2
1566,KOI-351,848.254,6080.0,1.2,1.2,0.26853,4.4,-0.12,Unknown,Unknown,Main_Sequence_Hot,1,8
1567,KOI-3680,921.986,5830.0,0.96,1.01,0.06783,4.473,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
1568,KOI-4777,172.245,3515.0,0.4,0.41,-1.64043,4.77,0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
1569,KOI-4978,936.341,5050.28,0.966,0.859,-0.1769,4.402,0.18,G,G,Main_Sequence_Cool,1,1
1570,KOI-55,1231.02,27730.0,0.203,0.496,1.36,5.52,-0.106,B,B,Main_Sequence_Hot,1,2
1571,KOI-7368,264.995,5241.0,0.874,0.879,-0.31552,4.499,0.0578,Unknown,Unknown,Main_Sequence_Cool,1,1
1572,KOI-7892,1072.3,6474.0,1.26,1.04,0.2987,4.31,-0.16,Unknown,Unknown,Main_Sequence_Hot,1,3
1573,KOI-7913 A,271.277,4324.0,0.788,0.76,-0.76792,4.523,-0.06,K6 V,K,Main_Sequence_Cool,2,1
1574,KOI-94,477.052,6182.0,1.52,1.277,0.479,4.181,0.0228,Unknown,Unknown,Main_Sequence_Hot,2,4
1575,KOI-984,252.667,5295.0,0.818,0.928,-0.324,4.54,0.12,Unknown,Unknown,Main_Sequence_Cool,1,2
1576,KPS-1,262.706,5165.0,0.907,0.892,-0.35281,4.47,0.22,K1 V,K,Main_Sequence_Cool,1,1
1577,Kapteyn,3.93305,3550.0,0.291,0.281,-1.79289,4.92351,-0.89,M2.0V,M,Main_Sequence_Cool,1,1
1578,Kepler-10,185.506,5708.0,1.065,0.91,0.05467,4.344,-0.15,Unknown,Unknown,Main_Sequence_Cool,1,3
1579,Kepler-100,304.645,5831.0,1.495,1.0885,0.39445,4.1225000000000005,0.060000000000000005,Unknown,Unknown,Main_Sequence_Cool,1,4
1580,Kepler-1000,1115.62,6453.0,1.51,1.4,0.7147,4.23,0.35,Unknown,Unknown,Main_Sequence_Hot,1,1
1581,Kepler-1001,928.978,5433.5,0.8582375,0.915,-0.27856,4.54082,0.005000000000000001,Unknown,Unknown,Main_Sequence_Cool,1,2
1582,Kepler-1002,408.303,6144.0,1.57,1.22,0.501,4.13,0.04,Unknown,Unknown,Main_Sequence_Hot,1,1
1583,Kepler-1003,941.902,6109.0,1.17,1.11,0.28151,4.35,0.01,Unknown,Unknown,Main_Sequence_Hot,1,1
1584,Kepler-1004,1152.68,4972.0,3.39,1.11,0.71341,3.43,-0.04,Unknown,Unknown,Giant,1,1
1585,Kepler-1005,567.806,5782.0,1.06,1.0,0.1356,4.38,0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
1586,Kepler-1006,1081.738,5328.0,0.74,0.78,-0.4,4.59,-0.4,Unknown,Unknown,Main_Sequence_Cool,1,1
1587,Kepler-1007,365.0,4587.0,0.7,0.73,-0.56838,4.62,0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
1588,Kepler-1008,282.565,5066.0,0.78,0.81,-0.50671,4.56,-0.01,Unknown,Unknown,Main_Sequence_Cool,2,1
1589,Kepler-1009,355.019,4027.0,0.57,0.59,-0.98735,4.7,-0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
1590,Kepler-101,927.981,5667.0,1.56,1.17,0.42034,4.12,0.33,G3 IV,G,Main_Sequence_Cool,1,2
1591,Kepler-1010,579.273,5253.0,0.82,0.86,-0.41164,4.55,-0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
1592,Kepler-1011,736.779,5416.0,0.88,0.91,-0.37597,4.52,0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
1593,Kepler-1012,411.077,5556.0,0.91,0.95,-0.19399,4.5,0.05,Unknown,Unknown,Main_Sequence_Cool,1,1
1594,Kepler-1013,422.246,4954.0,0.76,0.81,-0.53079,4.59,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
1595,Kepler-1014,624.8,5388.0,0.84,0.88,-0.3365,4.54,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
1596,Kepler-1015,739.357,6769.0,1.81,1.49,0.55886,4.09,0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
1597,Kepler-1016,1402.82,5821.0,1.0,0.99,0.12363,4.44,-0.03,Unknown,Unknown,Main_Sequence_Cool,1,2
1598,Kepler-1017,552.058,5473.0,0.87,0.93,-0.16138,4.53,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
1599,Kepler-1018,1010.01,5518.0,0.88,0.91,-0.08221,4.52,-0.05,Unknown,Unknown,Main_Sequence_Cool,1,1
1600,Kepler-1019,194.182,4433.0,0.67,0.7,-0.80636,4.64,0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
1601,Kepler-102,107.796,4909.0,0.724,0.803,-0.58436,4.6,0.11,Unknown,Unknown,Main_Sequence_Cool,1,5
1602,Kepler-1020,415.358,5227.0,0.8,0.87,-0.43597,4.57,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
1603,Kepler-1021,810.082,5431.0,0.86,0.89,-0.28836,4.53,-0.05,Unknown,Unknown,Main_Sequence_Cool,1,1
1604,Kepler-1022,420.042,4445.0,0.68,0.71,-0.85831,4.64,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
1605,Kepler-1023,694.175,5494.0,0.89,0.93,-0.1926,4.51,0.05,Unknown,Unknown,Main_Sequence_Cool,1,1
1606,Kepler-1024,1087.4,5143.0,0.78,0.81,-0.34993,4.57,-0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
1607,Kepler-1025,803.776,6089.0,1.13,1.09,0.28708,4.37,-0.03,Unknown,Unknown,Main_Sequence_Hot,1,1
1608,Kepler-1026,351.239,4948.0,0.75,0.79,-0.61688,4.59,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
1609,Kepler-1027,405.104,5436.0,0.82,0.91,0.01051,4.57,-0.06,Unknown,Unknown,Main_Sequence_Cool,2,1
1610,Kepler-1028,607.916,5522.0,0.87,0.9,-0.24485,4.52,-0.09,Unknown,Unknown,Main_Sequence_Cool,1,1
1611,Kepler-1029,366.656,5030.0,0.77,0.82,-0.61975,4.58,0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
1612,Kepler-103,494.832,6047.0,1.492,1.212,0.42431,4.17,0.15,G2,G,Main_Sequence_Hot,1,2
1613,Kepler-1030,758.702,4983.0,0.76,0.8,-0.55288,4.59,-0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
1614,Kepler-1031,682.882,6011.0,1.12,1.09,0.17,4.38,0.03,Unknown,Unknown,Main_Sequence_Hot,1,1
1615,Kepler-1032,673.01,4647.0,0.71,0.77,-0.65547,4.62,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
1616,Kepler-1033,1455.5,5547.0,0.92,0.94,-0.12579,4.49,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
1617,Kepler-1034,654.549,5198.0,0.8,0.83,-0.43881,4.57,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
1618,Kepler-1035,562.116,5763.0,0.97,0.98,0.209,4.45,-0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
1619,Kepler-1036,489.435,5533.0,0.89,0.95,-0.20151,4.52,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
1620,Kepler-1037,446.914,5105.0,0.78,0.82,-0.44752,4.57,-0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
1621,Kepler-1038,584.136,5247.0,0.8254999999999999,0.869,-0.362,4.5489999999999995,0.06,Unknown,Unknown,Main_Sequence_Cool,1,2
1622,Kepler-1039,306.91,4870.0,0.74,0.79,-0.64925,4.6,0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
1623,Kepler-104,400.785,5711.0,1.349,0.818,0.08926,4.105,-0.42,Unknown,Unknown,Main_Sequence_Cool,2,3
1624,Kepler-1040,482.119,5694.0,0.96,0.98,-0.04375,4.47,0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
1625,Kepler-1041,1485.82,5957.0,1.08,1.06,0.48914,4.4,0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
1626,Kepler-1042,659.0,4815.0,0.72,0.75,-0.6,4.61,-0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
1627,Kepler-1043,903.332,5629.0,0.9,0.92,-0.07309,4.5,-0.11,Unknown,Unknown,Main_Sequence_Cool,1,1
1628,Kepler-1044,1278.96,5985.0,1.11,1.08,0.03099,4.38,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
1629,Kepler-1045,942.485,5301.0,0.82,0.86,-0.33356,4.55,-0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
1630,Kepler-1046,721.534,5913.0,1.04,1.04,0.06429,4.42,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
1631,Kepler-1047,817.647,5754.0,1.13,1.08,0.42359,4.37,0.29,Unknown,Unknown,Main_Sequence_Cool,1,2
1632,Kepler-1048,556.006,4651.0,0.7,0.75,-0.40925,4.62,0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
1633,Kepler-1049,162.006,3864.0,0.49,0.51,-1.13956,4.77,-0.33,Unknown,Unknown,Main_Sequence_Cool,1,1
1634,Kepler-105,459.223,5933.0,1.026,0.991,0.09657,4.43197,-0.09,Unknown,Unknown,Main_Sequence_Cool,1,2
1635,Kepler-1050,490.488,6010.0,1.13,1.09,0.05871,4.37,0.03,Unknown,Unknown,Main_Sequence_Hot,1,2
1636,Kepler-1051,829.343,6675.0,1.73,1.43,0.52413,4.12,0.04,Unknown,Unknown,Main_Sequence_Hot,1,1
1637,Kepler-1052,943.444,5853.0,0.9390000000000001,0.9835,-0.04685,4.487,-0.11,Unknown,Unknown,Main_Sequence_Cool,1,2
1638,Kepler-1053,151.129,4529.0,0.69,0.74,-0.89512,4.63,0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
1639,Kepler-1054,1090.51,6209.0,1.34,1.22,0.36867,4.26,0.09,Unknown,Unknown,Main_Sequence_Hot,1,1
1640,Kepler-1055,389.397,5723.0,0.94,0.98,-0.14818,4.49,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
1641,Kepler-1056,982.51,6127.0,1.2,1.12,0.22658,4.33,0.02,Unknown,Unknown,Main_Sequence_Hot,1,1
1642,Kepler-1057,1201.82,5987.0,1.1,1.07,-0.0058,4.38,0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
1643,Kepler-1058,491.997,4644.0,0.69,0.73,-0.31631,4.63,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
1644,Kepler-1059,713.167,4906.0,0.72,0.75,-0.52036,4.61,-0.15,Unknown,Unknown,Main_Sequence_Cool,1,1
1645,Kepler-106,444.322,5858.0,1.04,1.0,0.08255,4.407,-0.12,Unknown,Unknown,Main_Sequence_Cool,1,4
1646,Kepler-1060,946.565,5797.0,0.99,0.99,0.07184,4.44,-0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
1647,Kepler-1061,543.375,6067.0,1.07,1.09,0.08762,4.42,-0.03,Unknown,Unknown,Main_Sequence_Hot,1,1
1648,Kepler-1062,397.455,4597.0,0.7,0.75,-0.6822,4.62,0.11,Unknown,Unknown,Main_Sequence_Cool,1,1
1649,Kepler-1063,343.226,5945.0,1.14,1.09,0.166,4.37,0.09,Unknown,Unknown,Main_Sequence_Cool,2,1
1650,Kepler-1064,374.0,5153.0,0.79,0.85,-0.401,4.57,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
1651,Kepler-1065,1122.48,5635.0,0.93,0.94,-0.11584,4.49,-0.01,Unknown,Unknown,Main_Sequence_Cool,1,2
1652,Kepler-1066,344.251,5762.0,0.98,0.98,-0.18995,4.45,-0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
1653,Kepler-1067,667.693,5593.0,0.932,0.9655,-0.14725,4.4895,0.095,Unknown,Unknown,Main_Sequence_Cool,1,2
1654,Kepler-1068,1473.61,5806.0,1.01,1.01,-0.02521,4.43,0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
1655,Kepler-1069,695.967,5722.0,0.98,0.99,0.37196,4.46,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
