host_id,hostname,dist_pc,st_teff_k,st_rad_rsun,st_mass_msun,st_lum_log,st_logg,st_met_dex,st_spectype,spectral_class,hr_region,n_stars,n_planets
1224,K2-28,62.9969,3214.0,0.288,0.257,-1.9397,4.93,0.26,M4,M,Main_Sequence_Cool,1,1
1225,K2-280,391.537,5500.0,1.28,1.03,0.13976,4.21,0.33,Unknown,Unknown,Main_Sequence_Cool,1,1
1226,K2-281,458.139,4812.0,0.76,0.82,-0.64686,4.59,0.22,Unknown,Unknown,Main_Sequence_Cool,1,1
1227,K2-282,496.289,5499.0,1.0,0.94,-0.21463,4.5,-0.23,Unknown,Unknown,Main_Sequence_Cool,1,2
1228,K2-283,402.915,5060.0,0.82,0.89,-0.52364,4.56,0.28,Unknown,Unknown,Main_Sequence_Cool,1,1
1229,K2-284,107.272,4140.0,0.607,0.63,-1.01323,4.67,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
1230,K2-285,154.961,4975.0,0.787,0.83,-0.42183,4.4,0.0,K2 V,K,Main_Sequence_Cool,1,4
1231,K2-286,76.1486,3926.0,0.62,0.64,-1.04576,4.7,0.0,M0 V,M,Main_Sequence_Cool,1,1
1232,K2-287,158.335,5695.0,1.07,1.056,-0.10829,4.398,0.2,Unknown,Unknown,Main_Sequence_Cool,1,1
1233,K2-288 B,65.6138,3341.0,0.32,0.33,-1.93,4.96,-0.21,M3 V,M,Main_Sequence_Cool,2,1
1234,K2-289,274.3,5529.0,1.025,0.953,-0.50479,4.393,0.162,Unknown,Unknown,Main_Sequence_Cool,1,1
1235,K2-29,178.475,5358.0,0.86,0.94,-0.29533,4.54,0.16,G7 V,G,Main_Sequence_Cool,2,1
1236,K2-290,272.909,6302.0,1.511,1.194,0.42035,4.23,-0.06,Unknown,Unknown,Main_Sequence_Hot,3,2
1237,K2-291,90.0562,5520.0,0.899,0.934,-0.16622,4.5,0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
1238,K2-292,114.293,5725.0,1.09,1.0,0.09254,4.33,0.07,G3 V,G,Main_Sequence_Cool,1,1
1239,K2-293,392.251,5532.0,0.947,0.958,-0.18023,4.52,0.218,Unknown,Unknown,Main_Sequence_Cool,1,1
1240,K2-294,373.078,5612.0,1.2,0.987,0.08751,4.2,0.194,Unknown,Unknown,Main_Sequence_Cool,1,1
1241,K2-295,232.801,4444.0,0.7,0.74,-0.71623,4.63,0.14,K5 V,K,Main_Sequence_Cool,1,1
1242,K2-3,44.0727,3844.0,0.546,0.549,-1.23136,4.704,-0.157,M V,M,Main_Sequence_Cool,1,3
1243,K2-30,333.042,5425.0,0.844,0.9,-0.25649,4.54,-0.15,G6 V,G,Main_Sequence_Cool,1,1
1244,K2-308,1314.53,6100.0,1.24,1.09,0.283,3.94,-0.1,Unknown,Unknown,Subgiant,1,1
1245,K2-31,110.527,5280.0,0.78,0.91,-0.11028,4.6,0.08,G7 V,G,Main_Sequence_Cool,2,1
1246,K2-315,56.9686,3300.0,0.196,0.174,-2.38722,5.094,-0.24,M(3.5+/-0.5) V,M,Main_Sequence_Cool,1,1
1247,K2-316,112.486,3436.0,0.379,0.408,-1.82964,4.891,,Unknown,Unknown,Main_Sequence_Cool,1,2
1248,K2-317,176.291,3387.0,0.379,0.403,-1.87068,4.885,,Unknown,Unknown,Main_Sequence_Cool,1,1
1249,K2-318,147.866,3851.0,0.552,0.561,-1.27696,4.701,,Unknown,Unknown,Main_Sequence_Cool,1,1
1250,K2-319,209.071,5440.0,0.898,0.954,-0.23747,4.512,,Unknown,Unknown,Main_Sequence_Cool,1,1
1251,K2-32,157.682,5271.0,0.86,0.83,-0.29607,4.49,-0.06,G9 V,G,Main_Sequence_Cool,2,4
1252,K2-320,108.74,3157.0,0.3,0.117,-2.12527,4.55,,Unknown,Unknown,Main_Sequence_Cool,1,1
1253,K2-321,77.6888,3750.0,0.595,0.578,-1.20066,4.65,0.148,Unknown,Unknown,Main_Sequence_Cool,1,1
1254,K2-322,123.415,4141.0,0.602,0.63,-1.03905,4.677,,Unknown,Unknown,Main_Sequence_Cool,1,1
1255,K2-323,118.318,3710.0,0.549,0.478,-1.3393,4.63,,Unknown,Unknown,Main_Sequence_Cool,1,1
1256,K2-324,136.667,3752.0,0.505,0.517,-1.33305,4.743,,Unknown,Unknown,Main_Sequence_Cool,1,1
1257,K2-325,111.638,3287.0,0.298,0.274,-2.04801,4.84,,Unknown,Unknown,Main_Sequence_Cool,1,1
1258,K2-326,282.308,3924.0,0.688,0.507,-0.97833,4.462,,Unknown,Unknown,Main_Sequence_Cool,1,1
1259,K2-329,233.237,5282.0,0.822,0.901,-0.32514,4.566,0.098,Unknown,Unknown,Main_Sequence_Cool,1,1
1260,K2-33,139.268,3540.0,1.05,0.56,-0.82391,4.06317,,M3.3,M,Main_Sequence_Cool,1,1
1261,K2-330,160.125,6232.0,1.5,1.23,0.47702,4.18,-0.03,Unknown,Unknown,Main_Sequence_Hot,1,1
1262,K2-331,211.43,5994.0,1.06,1.1,0.05943,4.43,0.08,Unknown,Unknown,Main_Sequence_Cool,1,2
1263,K2-332,123.202,3315.0,0.28,0.27,-2.06542,4.97,0.09,Unknown,Unknown,Main_Sequence_Cool,1,1
1264,K2-333,343.99,5880.0,1.22,1.06,0.16523,4.29,0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
1265,K2-334,371.823,6502.0,1.49,1.36,0.51362,4.22,0.17,Unknown,Unknown,Main_Sequence_Hot,1,1
1266,K2-335,557.993,6222.0,1.33,1.23,0.39509,4.28,0.1,Unknown,Unknown,Main_Sequence_Hot,1,1
1267,K2-336,239.289,5424.0,0.8,0.86,-0.34534,4.56,-0.17,Unknown,Unknown,Main_Sequence_Cool,1,1
1268,K2-337,421.636,5869.0,1.32,0.94,0.24964,4.17,-0.27,Unknown,Unknown,Main_Sequence_Cool,1,1
1269,K2-338,156.951,4558.0,0.63,0.66,-0.83644,4.65,-0.23,Unknown,Unknown,Main_Sequence_Cool,1,1
1270,K2-339,360.36,4857.0,0.72,0.74,-0.65173,4.59,-0.11,Unknown,Unknown,Main_Sequence_Cool,1,1
1271,K2-34,348.646,6168.0,1.42,1.16,0.3997,4.2,0.01,F,F,Main_Sequence_Hot,1,1
1272,K2-340,738.136,5532.0,1.13,0.93,-0.00232,4.3,0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
1273,K2-341,421.408,5817.0,1.16,0.98,0.12566,4.3,-0.05,Unknown,Unknown,Main_Sequence_Cool,1,1
1274,K2-342,208.357,5920.0,1.09,1.01,0.09264,4.36,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
1275,K2-343,166.169,3804.0,0.46,0.49,-1.43852,4.8,-0.1,Unknown,Unknown,Main_Sequence_Cool,1,2
1276,K2-344,75.1691,4374.0,0.49,0.51,-1.22508,4.76,-0.95,Unknown,Unknown,Main_Sequence_Cool,1,1
1277,K2-345,162.408,3779.0,0.52,0.56,-1.32045,4.74,0.26,Unknown,Unknown,Main_Sequence_Cool,1,1
1278,K2-346,105.58,4801.0,0.7,0.71,-0.66264,4.6,-0.18,Unknown,Unknown,Main_Sequence_Cool,1,1
1279,K2-347,320.336,4599.0,0.63,0.66,-0.89434,4.65,-0.26,Unknown,Unknown,Main_Sequence_Cool,1,1
1280,K2-348,201.856,5077.0,0.85,0.83,-0.38844,4.5,0.13,Unknown,Unknown,Main_Sequence_Cool,1,2
1281,K2-349,453.567,4385.0,0.49,0.54,-0.36582,4.78,-0.66,Unknown,Unknown,Main_Sequence_Cool,1,1
1282,K2-35,252.596,4402.71,0.619575,0.701968,-0.71881,4.697,0.04,K4 V,K,Main_Sequence_Cool,1,2
1283,K2-350,489.368,5789.0,1.04,0.98,-0.01175,4.39,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,2
1284,K2-351,694.734,5769.0,1.05,1.02,0.02389,4.4,0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
1285,K2-352,176.051,5791.0,0.95,0.98,-0.06326,4.47,-0.05,Unknown,Unknown,Main_Sequence_Cool,1,3
1286,K2-353,268.515,5698.0,0.99,0.87,-0.07632,4.38,-0.21,Unknown,Unknown,Main_Sequence_Cool,1,1
1287,K2-354,91.722,3669.0,0.41,0.43,-1.6137,4.86,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
1288,K2-355,500.497,5790.0,0.92,0.96,-0.11465,4.49,-0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
1289,K2-356,355.54,5568.0,0.86,0.9,-0.24375,4.52,-0.11,Unknown,Unknown,Main_Sequence_Cool,1,1
1290,K2-357,517.687,5794.0,1.0,0.98,-0.06563,4.43,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
1291,K2-358,480.307,5650.0,0.91,0.93,-0.16134,4.49,-0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
1292,K2-36,109.749,4916.0,0.718,0.79,-0.57,4.621,-0.047,K2 V,K,Main_Sequence_Cool,1,2
1293,K2-365,187.222,5561.0,1.051,0.823,-0.01377,4.313,-0.021,Unknown,Unknown,Main_Sequence_Cool,1,1
1294,K2-366,185.947,5601.0,0.94,0.825,-0.10862,4.406,-0.216,Unknown,Unknown,Main_Sequence_Cool,1,1
1295,K2-367,176.965,4348.0,0.625,0.756,-0.85399,4.726,-0.351,Unknown,Unknown,Main_Sequence_Cool,1,1
1296,K2-368,206.608,4663.0,0.663,0.746,-0.69293,4.667,-0.25,Unknown,Unknown,Main_Sequence_Cool,1,3
1297,K2-369,185.55,5682.0,0.881,0.735,-0.12109,4.418,-0.234,Unknown,Unknown,Main_Sequence_Cool,1,1
1298,K2-37,179.943,5352.0,0.809,0.84,-0.40798,4.53,-0.08,G3 V,G,Main_Sequence_Cool,1,3
1299,K2-370,144.202,5377.0,0.971,0.984,-0.12703,4.454,0.018,G8,G,Main_Sequence_Cool,1,1
1300,K2-371,442.813,4925.0,0.736,0.958,-0.51657,4.683,-0.107,Unknown,Unknown,Main_Sequence_Cool,1,1
1301,K2-372,463.88,5479.0,0.922,0.847,-0.12154,4.437,-0.064,Unknown,Unknown,Main_Sequence_Cool,1,1
1302,K2-373,229.567,6138.0,1.486,1.158,0.43238,4.156,0.049,Unknown,Unknown,Main_Sequence_Hot,1,1
1303,K2-374,359.439,5789.0,0.907,0.731,-0.05943,4.386,-0.292,G3,G,Main_Sequence_Cool,1,2
1304,K2-375,696.1,5822.0,1.543,1.119,0.39626,4.107,-0.091,Unknown,Unknown,Main_Sequence_Cool,1,1
1305,K2-376,161.61,5937.0,1.149,0.908,0.18908,4.275,-0.176,G1,G,Main_Sequence_Cool,1,1
1306,K2-377,195.149,4200.0,0.691,0.821,-0.81809,4.673,-0.008,Unknown,Unknown,Main_Sequence_Cool,1,1
1307,K2-378,687.973,4823.0,0.732,0.923,-0.56665,4.674,-0.206,Unknown,Unknown,Main_Sequence_Cool,1,1
1308,K2-379,182.207,4603.0,0.751,0.856,-0.6327,4.615,-0.045,Unknown,Unknown,Main_Sequence_Cool,1,1
1309,K2-38,192.69,5731.0,1.06,1.03,0.03743,4.38,0.26,G2 V,G,Main_Sequence_Cool,1,2
1310,K2-380,249.303,5911.0,1.32,0.993,0.20189,4.194,-0.049,Unknown,Unknown,Main_Sequence_Cool,1,1
1311,K2-381,145.701,4473.0,0.675,0.754,-0.73923,4.653,-0.244,Unknown,Unknown,Main_Sequence_Cool,1,3
1312,K2-382,278.412,5452.0,0.811,0.922,-0.27952,4.585,-0.027,Unknown,Unknown,Main_Sequence_Cool,1,1
1313,K2-383,203.788,5129.0,0.804,1.061,-0.39685,4.655,0.187,Unknown,Unknown,Main_Sequence_Cool,1,1
1314,K2-384,82.6603,3623.0,0.348,0.33,-1.86986,4.874,0.068,M4 V,M,Main_Sequence_Cool,1,5
1315,K2-385,420.819,4844.0,0.761,0.927,-0.51852,4.64,-0.224,Unknown,Unknown,Main_Sequence_Cool,1,1
1316,K2-386,428.785,5749.0,0.97,0.911,-0.01919,4.424,0.074,Unknown,Unknown,Main_Sequence_Cool,1,1
1317,K2-387,266.318,3572.0,0.585,0.57,-1.23884,4.66,0.126,Unknown,Unknown,Main_Sequence_Cool,1,1
1318,K2-388,290.495,5310.0,0.91,0.93,-0.21167,4.42,0.24,G8,G,Main_Sequence_Cool,1,1
1319,K2-389,259.208,5777.5,1.089,0.896,0.10644,4.291499999999999,0.0019999999999999983,G3,G,Main_Sequence_Cool,1,2
1320,K2-39,307.47,4881.0,2.97,0.66,0.67409,3.44,0.32,Unknown,Unknown,Giant,1,1
1321,K2-390,456.122,5558.0,0.966,0.789,-0.09926,4.368,-0.116,G4,G,Main_Sequence_Cool,1,1
1322,K2-391,507.94,5543.0,0.566,0.757,0.39142,4.973,-0.543,G7,G,Main_Sequence_Cool,1,1
1323,K2-392,406.985,5726.0,1.058,0.841,0.04791,4.314,-0.238,G3,G,Main_Sequence_Cool,1,1
1324,K2-393,265.914,5678.0,1.071,0.881,0.04296,4.321,0.076,Unknown,Unknown,Main_Sequence_Cool,1,1
1325,K2-394,98.0152,4938.0,0.631,0.478,-0.85841,4.515,-0.388,Unknown,Unknown,Main_Sequence_Cool,1,1
1326,K2-395,286.727,5007.0,0.783,0.952,-0.41264,4.628,-0.033,K0,K,Main_Sequence_Cool,1,2
1327,K2-396,274.864,5236.0,0.92,0.954,-0.23007,4.488,0.237,G9,G,Main_Sequence_Cool,1,2
1328,K2-397,199.354,5387.0,0.966,0.937,-0.14497,4.435,0.11,G7,G,Main_Sequence_Cool,1,1
1329,K2-398,606.992,5946.0,1.239,0.945,0.25966,4.227,-0.257,G2,G,Main_Sequence_Cool,1,2
1330,K2-4,231.828,4014.73,0.569359,0.635026,-0.91516,4.849,-0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
1331,K2-400,62.3804,3578.0,0.382,0.374,-1.74791,4.847,-0.051,M3,M,Main_Sequence_Cool,1,1
1332,K2-401,200.727,4213.0,0.675,0.87,-0.8353,4.719,-0.098,K7,K,Main_Sequence_Cool,1,1
1333,K2-402,523.055,5716.0,1.28,0.944,0.2095,4.197,-0.378,G2,G,Main_Sequence_Cool,1,1
1334,K2-403,246.599,5511.0,0.886,0.784,-0.17121,4.439,-0.162,G4,G,Main_Sequence_Cool,1,1
1335,K2-404,121.63,3748.0,0.552,0.552,-1.23901,4.695,0.005,M1,M,Main_Sequence_Cool,1,1
1336,K2-405,197.234,4927.0,0.765,1.034,-0.48798,4.685,0.132,K0,K,Main_Sequence_Cool,1,1
1337,K2-406,85.3751,5784.0,0.961,0.798,-0.05965,4.374,-0.038,G4,G,Main_Sequence_Cool,1,1
1338,K2-407,218.376,5563.0,0.927,0.881,-0.12724,4.45,0.014,G4,G,Main_Sequence_Cool,1,2
1339,K2-408,162.306,5335.0,0.784,0.813,-0.33037,4.559,-0.171,G7,G,Main_Sequence_Cool,1,1
1340,K2-409,431.031,5742.0,1.228,0.886,0.17248,4.204,-0.036,G4,G,Main_Sequence_Cool,1,1
1341,K2-411,298.219,5711.0,1.375,1.018,0.25809,4.1693,0.1415,Unknown,Unknown,Main_Sequence_Cool,1,1
1342,K2-412,654.085,5590.0,0.977,0.893,-0.07054,4.412,0.014,Unknown,Unknown,Main_Sequence_Cool,1,1
1343,K2-413,285.162,4116.0,0.7,0.808,-0.83322,4.656,-0.205,Unknown,Unknown,Main_Sequence_Cool,1,2
1344,K2-414,260.036,4343.0,0.732,0.814,-0.70538,4.621,-0.102,Unknown,Unknown,Main_Sequence_Cool,1,2
1345,K2-415,21.8182,3173.0,0.1965,0.1635,-2.45469,5.066,-0.13,M5 V,M,Main_Sequence_Cool,1,1
1346,K2-416,120.311,3746.0,0.554,0.548,-1.27003,4.691,,M V,M,Main_Sequence_Cool,1,1
1347,K2-417,94.0424,3861.0,0.5776,0.569,-1.20204,4.67,,M V,M,Main_Sequence_Cool,1,1
1348,K2-419 A,268.685,3711.0,0.541,0.562,-1.27654,4.74,-0.11,Unknown,Unknown,Main_Sequence_Cool,2,1
1349,K2-42,396.913,4613.0,0.643,0.702,-0.70324,4.659,,Unknown,Unknown,Main_Sequence_Cool,1,1
1350,K2-43,182.536,3840.6,0.542,0.571,-1.21241,4.68275,,Unknown,Unknown,Main_Sequence_Cool,1,2
1351,K2-44,476.703,5912.0,1.58,1.15,0.42968,4.101,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
1352,K2-45,495.317,4103.0,0.445,0.503,-0.73994,4.824,,Unknown,Unknown,Main_Sequence_Cool,1,1
1353,K2-46,449.237,6256.0,1.29,0.96,0.41312,4.198,-0.32,Unknown,Unknown,Main_Sequence_Hot,1,1
1354,K2-47,349.881,5054.0,0.76,0.75,-0.48202,4.544,-0.224,Unknown,Unknown,Main_Sequence_Cool,1,1
1355,K2-48,313.764,4899.0,0.73,0.77,-0.65663,4.603,-0.19,Unknown,Unknown,Main_Sequence_Cool,1,1
1356,K2-49,457.125,4175.0,0.45,0.51,-0.77386,4.81,,Unknown,Unknown,Main_Sequence_Cool,1,1
1357,K2-5,202.943,3930.0,0.57,0.61,-1.08341,4.71,-0.33,K7.5 V,K,Main_Sequence_Cool,1,2
1358,K2-50,257.443,4326.0,0.5900000000000001,0.611,-0.87356,4.742,-0.1132,Unknown,Unknown,Main_Sequence_Cool,1,2
1359,K2-52,1038.41,7147.0,2.192,1.691,0.02701,3.979,0.055,Unknown,Unknown,Subgiant,1,1
1360,K2-53,138.018,5263.0,0.807,0.851,-0.5788,4.555,-0.037,Unknown,Unknown,Main_Sequence_Cool,1,1
1361,K2-54,174.955,3990.0,0.643,0.615,-1.02228,4.61,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
1362,K2-55,159.522,4300.0,0.715,0.688,-0.78432,4.566,0.376,Unknown,Unknown,Main_Sequence_Cool,1,1
1363,K2-57,264.213,4413.0,0.671,0.699,-0.8122,4.629,0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
1364,K2-58,181.746,5413.0,0.86,0.89,-0.39764,4.522,0.11,Unknown,Unknown,Main_Sequence_Cool,1,3
1365,K2-59,311.313,5055.0,0.731,0.774,-0.66037,4.592,,Unknown,Unknown,Main_Sequence_Cool,1,2
1366,K2-6,316.819,5850.0,0.96,0.97,-0.12006,4.398,-0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
1367,K2-60,491.87,5500.0,1.12,0.97,0.28233,4.07,0.01,G4 V,G,Main_Sequence_Cool,1,1
1368,K2-61,405.732,5748.0,0.995,0.97,-0.01524,4.38,0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
1369,K2-62,112.467,4455.0,0.696,0.67,-0.72658,4.57,-0.1,Unknown,Unknown,Main_Sequence_Cool,1,2
1370,K2-63,517.534,6771.0,1.63,1.4,0.21948,4.15,,Unknown,Unknown,Main_Sequence_Hot,1,2
1371,K2-64,499.891,5312.0,0.726,0.741,-0.23421,4.576,,Unknown,Unknown,Main_Sequence_Cool,1,1
1372,K2-65,72.2,5213.0,0.84,0.87,-0.328,4.533,-0.34,Unknown,Unknown,Main_Sequence_Cool,1,1
1373,K2-66,513.877,5887.0,1.67,1.11,0.50621,4.03,-0.047,Unknown,Unknown,Main_Sequence_Cool,1,1
1374,K2-68,168.652,4746.0,0.675,0.73,-0.67323,4.632,-0.21,Unknown,Unknown,Main_Sequence_Cool,1,1
1375,K2-69,180.697,4127.0,0.491,0.551,-1.35611,4.786,,Unknown,Unknown,Main_Sequence_Cool,1,1
1376,K2-7,738.553,5700.0,1.533,1.056,0.35025,4.092,0.049,Unknown,Unknown,Main_Sequence_Cool,1,1
1377,K2-70,232.964,5622.0,0.93,0.94,-0.42935,4.478,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
1378,K2-71,153.192,4006.0,0.426,0.477,-1.51871,4.852,,Unknown,Unknown,Main_Sequence_Cool,1,1
1379,K2-72,66.4321,3360.47,0.330989,0.271365,-1.83673,5.048,,Unknown,Unknown,Main_Sequence_Cool,1,4
1380,K2-73,269.183,5867.0,1.058,1.02,0.07609,4.39,0.04,Unknown,Unknown,Main_Sequence_Cool,1,2
1381,K2-74,377.822,6060.0,0.98,0.96,0.05957,4.444,-0.21,Unknown,Unknown,Main_Sequence_Hot,1,1
1382,K2-75,561.93,5995.0,1.56,1.16,0.34943,4.118,0.3,Unknown,Unknown,Main_Sequence_Cool,1,2
1383,K2-77,141.731,5160.0,0.792,0.847,-0.39686,4.569,0.13,Unknown,Unknown,Main_Sequence_Cool,1,1
1384,K2-79,256.011,5897.0,1.265,1.066,0.24551,4.26,0.035,Unknown,Unknown,Main_Sequence_Cool,1,1
1385,K2-8,403.513,4870.0,0.74,0.78,-0.55319,4.52,-0.02,K3 V,K,Main_Sequence_Cool,1,2
1386,K2-80,200.802,5441.0,0.87,0.9,-0.43238,4.519,0.07,Unknown,Unknown,Main_Sequence_Cool,1,3
1387,K2-81,252.318,4674.13,0.634663,0.745273,-0.5689,4.668,,Unknown,Unknown,Main_Sequence_Cool,1,1
1388,K2-83,125.529,3910.0,0.424,0.484,-1.20362,4.863,,Unknown,Unknown,Main_Sequence_Cool,1,2
1389,K2-84,284.876,5652.0,0.93,0.95,-0.42274,4.481,0.278,Unknown,Unknown,Main_Sequence_Cool,1,2
1390,K2-85,97.2179,4232.0,0.71,0.7,-0.81171,4.44,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
1391,K2-86,258.699,5482.0,0.76,0.79,-0.38611,4.579,-0.35,Unknown,Unknown,Main_Sequence_Cool,1,1
1392,K2-87,491.242,5747.0,1.401,1.164,-0.09769,4.208,0.328,Unknown,Unknown,Main_Sequence_Cool,1,1
1393,K2-88,110.561,3537.0,0.256,0.258,-1.54478,5.022,,Unknown,Unknown,Main_Sequence_Cool,1,1
1394,K2-89,86.0386,3691.0,0.318,0.347,-1.32653,4.965,,Unknown,Unknown,Main_Sequence_Cool,1,1
1395,K2-9,82.9631,3390.0,0.31,0.3,-1.92082,4.816,-0.25,M2.5 V,M,Main_Sequence_Cool,1,1
1396,K2-90,134.188,4452.99,0.626877,0.6668065000000001,-0.95318,4.653,-0.225,Unknown,Unknown,Main_Sequence_Cool,1,2
1397,K2-91,62.5785,3622.0,0.284,0.292,-1.84126,5.0,,Unknown,Unknown,Main_Sequence_Cool,1,1
1398,K2-95,179.854,3566.0,0.4,0.41,-1.63451,4.85,0.1,M3.0,M,Main_Sequence_Cool,1,1
1399,K2-97,878.43,4673.0,4.14,1.17,0.86688,3.276,0.328,Unknown,Unknown,Giant,1,1
1400,K2-98,518.625,6260.0,1.518,1.246,0.50379,4.169,-0.044,F8 V,F,Main_Sequence_Hot,1,1
1401,K2-99,519.229,6069.0,2.55,1.44,0.89927,3.783,0.2,G0 IV,G,Subgiant,1,2
1402,KELT-1,268.43,6516.0,1.471,1.335,0.545,4.228,0.052,Unknown,Unknown,Main_Sequence_Hot,1,1
1403,KELT-10,188.404,5948.0,1.209,1.112,0.21748,4.319,0.09,G0 V,G,Main_Sequence_Cool,1,1
1404,KELT-11,99.1596,5375.0,2.69,1.44,0.74429,3.7,0.17,G8/K0 IV,G,Subgiant,1,1
1405,KELT-12,368.03,6279.0,2.37,1.591,0.89209,3.889,0.19,Unknown,Unknown,Subgiant,1,1
1406,KELT-14,250.121,5720.0,1.52,1.239,0.27875,4.166,0.32,G4,G,Main_Sequence_Cool,1,1
1407,KELT-15,324.683,6003.0,1.78,2.06,0.41162,4.17,0.05,Unknown,Unknown,Main_Sequence_Hot,2,1
1408,KELT-16,444.586,6236.0,1.36,1.211,0.4014,4.253,-0.002,F7 V,F,Main_Sequence_Hot,2,1
1409,KELT-17,226.5,7454.0,1.645,1.635,0.87564,4.22,-0.018,A,A,Main_Sequence_Hot,1,1
1410,KELT-18,321.376,6670.0,1.908,1.524,0.81291,4.0599,0.09,F4 V,F,Main_Sequence_Hot,2,1
1411,KELT-19 A,300.276,7500.0,1.83,1.62,0.97772,4.127,-0.12,A8 V,A,Main_Sequence_Hot,2,1
1412,KELT-2 A,134.058,6327.0,1.93,1.54,0.6889,4.5,0.0,F8,F,Main_Sequence_Hot,2,1
1413,KELT-20,136.426,8720.0,1.565,1.76,1.1038,4.29,-0.29,A2 V,A,Main_Sequence_Hot,1,1
1414,KELT-21,470.878,7598.0,1.638,1.458,0.90472,4.173,-0.405,A8 V,A,Main_Sequence_Hot,1,1
1415,KELT-23 A,126.261,5899.0,0.996,0.944,0.03383,4.417,-0.105,G2 V,G,Main_Sequence_Cool,2,1
1416,KELT-24,96.5173,6426.0,1.338,1.268,0.43933,4.287,0.138,F7,F,Main_Sequence_Hot,2,1
1417,KELT-3,210.252,6304.0,1.7,1.96,0.62523,4.2,0.05,Unknown,Unknown,Main_Sequence_Hot,2,1
1418,KELT-4 A,218.05,6206.0,1.603,1.201,0.53529,4.108,-0.116,F,F,Main_Sequence_Hot,3,1
1419,KELT-6,240.726,6187.0,1.6295,1.273,0.493,4.095000000000001,-0.275,F8,F,Main_Sequence_Hot,1,2
1420,KELT-7,136.681,6768.0,1.81,1.76,0.758,4.5,0.0,F,F,Main_Sequence_Hot,1,1
1421,KELT-8,197.572,5754.0,1.46,0.81,0.26483,4.08,0.27,G2 V,G,Main_Sequence_Cool,1,1
1422,KELT-9,204.455,10170.0,2.362,2.52,1.72428,4.093,-0.03,B9.5-A0,B,Main_Sequence_Hot,2,1
1423,KIC 10001893,1672.94,27500.0,0.18,0.47,1.43069,5.35,-0.093,Unknown,Unknown,Main_Sequence_Hot,1,3
1424,KIC 10068024,721.105,6118.4,1.574,1.22,0.496,4.092,0.01,Unknown,Unknown,Main_Sequence_Hot,1,1
1425,KIC 10525077,1461.15,6091.0,1.01,1.01,0.12899,4.42,-0.04,Unknown,Unknown,Main_Sequence_Hot,1,1
1426,KIC 3526061,401.229,4829.0,5.86,1.42,1.21484,3.09,0.12,Unknown,Unknown,Giant,1,1
1427,KIC 3558849,1215.7,6175.0,1.01,0.98,0.40531,4.44,-0.42,Unknown,Unknown,Main_Sequence_Hot,1,1
1428,KIC 5437945,1274.01,6243.0,1.25,1.12,0.64137,4.23,-0.16,Unknown,Unknown,Main_Sequence_Hot,1,2
1429,KIC 5479689,454.95,5459.1,0.894,0.966,-0.20099,4.52,0.161,Unknown,Unknown,Main_Sequence_Cool,1,1
1430,KIC 7917485,1382.89,7067.0,2.009938,1.63,0.99564,4.0,-0.02,A,A,Subgiant,1,1
1431,KIC 8121913,707.303,5975.3,2.233,1.456,0.73994,3.896,0.252,Unknown,Unknown,Subgiant,1,1
1432,KIC 9663113,1594.74,6091.105,1.6228099999999999,1.065,0.7919,4.11389,-0.06820000000000001,Unknown,Unknown,Main_Sequence_Hot,1,2
1433,KMT-2016-BLG-0212L,6300.0,5502.5,1.42487,0.48,0.31745,,,Unknown,Unknown,Unknown,1,1
1434,KMT-2016-BLG-1105L,5080.0,5502.5,1.42487,0.41,0.31745,,,Unknown,Unknown,Unknown,1,1
1435,KMT-2016-BLG-1107L,6651.0,5502.5,1.42487,0.087,0.31745,,,Unknown,Unknown,Unknown,1,1
1436,KMT-2016-BLG-1337L,6920.0,5502.5,1.42487,0.54,0.31745,,,M,M,Unknown,2,1
1437,KMT-2016-BLG-1397L,6600.0,5502.5,1.42487,0.45,0.31745,,,Unknown,Unknown,Unknown,1,1
1438,KMT-2016-BLG-1836L,7100.0,5502.5,1.42487,0.49,0.31745,,,Unknown,Unknown,Unknown,1,1
1439,KMT-2016-BLG-2142L,7010.0,5502.5,1.42487,0.073,0.31745,,,Unknown,Unknown,Unknown,1,1
1440,KMT-2016-BLG-2321L,3580.0,5502.5,1.42487,0.73,0.31745,,,Unknown,Unknown,Unknown,1,1
1441,KMT-2016-BLG-2364L,6440.0,5502.5,1.42487,0.5,0.31745,,,Unknown,Unknown,Unknown,1,1
